oid,name,surname,birthyear,birthplace,position,team,city,stadium,season,manager
4759,Lorraine Hussein,Sokolin,1993,Idaho,Defender,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
4760,Elie Mart,Otillio,1982,Zihuatenejo,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
4761,Adhemar Yanni,Sittig,1991,Chicago,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2011,Anupam Oxenboll
4762,Graham Kukhamay,McCain,1989,Barcelona,Midfield,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Vagan Smallwood
4763,Gina Kenta,Besancenot,1976,Mobile,Forward,Seattle Sounders,Dortmund,Stadio San Paolo,2011,Aiqun Levergood
4764,Adhemar Yanni,Sittig,1991,Chicago,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2011,Anupam Oxenboll
4765,Pierangela Sudha,Tulley,1986,Greensboro,Goalkeeper,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
4766,Takenobu Leighton,Derby,1989,Savannah,Defender,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
4767,Yili Junjie,Walrath,1988,Beaumont,Midfield,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
4768,Graham Kukhamay,McCain,1989,Barcelona,Midfield,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Masum Kasprzak
4769,Surapol Yechezkel,Noltemeier,1984,Reno,Midfield,Valencia CF,London,Santiago Bernabeu Stadium,2011,Vagan Smallwood
4770,Adhemar Yanni,Sittig,1991,Chicago,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2011,Anupam Oxenboll
4771,Mejar Congxiao,Farrag,1994,Sao,Midfield,Borussia Monchengladbach,Hamburg,Estadio da Luz,2012,Jeremy Cantu
4772,Maggie Zhiqiang,Dabipi,1980,La,Defender,P.a.o.k Fc,Munich,Allianz Arena Olympic Stadium Munich,2012,Sreenivas Wohr
4773,Seungwang Haym,Scanlon,1984,Munich,Defender,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Sreenivas Wohr
4774,Gongzhu Youngmok,Kubicar,1979,Warsaw,Midfield,Delfino Pescara 1936,Orlando,King Power Stadium,2012,Robbert Flach
4775,Fortune Orestes,Waack,1989,Cape,Forward,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
4776,Catherina Loan,Kolvik,1980,Killeen,Defender,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2012,Srikanth Chimia
4777,Dagmar Marilde,Shackel,1985,Memphis,Goalkeeper,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
4778,Daisy Ryotaro,Felciano,1976,Milan,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
4779,Tayloe Erven,Gewali,1980,Dakar,Defender,Seattle Sounders,Dortmund,Stadio San Paolo,2013,Nabih Rios
4780,Daisy Ryotaro,Felciano,1976,Milan,Midfield,Borussia Monchengladbach,Cardiff,St James  Park,2012,Jeremy Cantu
4781,Yasubumi Friedemann,Nobauer,1984,Louisville,Midfield,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
4782,Cherri Toshiaki,Musselman,1984,Valdosta,Midfield,New York Red Bulls,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsuyuki Jayaprakash
4783,Heiner Farahangiz,Weatherhead,1979,Louisville,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
4784,Velimir Solveig,Andraka,1988,Hartford,Defender,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Masum Kasprzak
4785,Petko Maogang,Usha,1986,Nice,Defender,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Sreenivas Wohr
4786,Sahin Owen,Palomar,1984,Monroe,Defender,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
4787,Yili Junjie,Walrath,1988,Beaumont,Midfield,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
4788,Osten Bian,Gotoda,1993,Wilmington,Midfield,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich,2010,Robert Lally
4789,Annabelle Katsunori,Rouchaleau,1994,Wilmington,Defender,Valencia CF,London,Santiago Bernabeu Stadium,2011,Vagan Smallwood
4790,Cherri Toshiaki,Musselman,1984,Valdosta,Midfield,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
4791,Osmar Norton,Gove,1975,Paris,Defender,Sport Club Internacional,Montreal,King Power Stadium,2011,Berardo Gerber
4792,Leelanivas Domenico,Stolovitch,1975,Nassau,Defender,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Kazuhiko Claybrook
4793,Anke Ute,Weener,1995,Kiev,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
4794,Anke Ute,Weener,1995,Kiev,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
4795,Ayal Waeil,Haining,1981,Wichita,Defender,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich,2010,Robert Lally
4796,Jinsei Ranjeev,Blix,1983,Cozumel,Midfield,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Atsufumi Comparetto
4797,Abhaya Win,Senator,1978,El,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
4798,Mieke Yoshikane,Roussille,1985,Abidjan,Midfield,Valencia CF,Munich,Stadio Olimpico,2011,Veit Luks
4799,Behcet Liu,Tomii,1991,Myrtle,Forward,FC Midtjylland,Houston,Stade Louis II,2011,Mattan Edelhoff
4800,Brad Zhaofang,Dighe,1977,Frankfurt,Defender,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Atsufumi Comparetto
4801,Annabelle Katsunori,Rouchaleau,1994,Wilmington,Defender,Valencia CF,London,Santiago Bernabeu Stadium,2011,Vagan Smallwood
4802,Abdalla Susannne,Hoare,1982,Gulfport,Defender,SV Werder Bremen,Barcelona,Boleyn Ground,2014,Sigenobu Bodagala
4803,Karan Spyridon,Heiserman,1986,Vancouver,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
4804,Oryal Tohru,Mikelsons,1997,Zihuatenejo,Forward,Boavista F.C.,Naples,Veltins-Arena,2015,Duckyoung Padhye
4805,Yooichi Hemant,Valette,1976,Amarillo,Forward,Montpellier HSC,Recife,Stade Velodrome,2013,Bernando Jesus
4806,Nicol Kathrin,Badache,1994,Key,Forward,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich,2010,Robert Lally
4807,Jim Jaak,Tchernykh,1990,Toulouse,Midfield,Juventus,Salvador,BMO Field,2012,IlYoung Giese
4808,Chitresh Harlan,Babb,1991,Copenhagen,Midfield,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2012,Srikanth Chimia
4809,Gururaj Emilio,Mallorqui,1980,Santiago,Forward,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
4810,Ayal Waeil,Haining,1981,Wichita,Goalkeeper,Toronto FC,Stuttgart,Camp Nou,2014,Kazuhiko Claybrook
4811,Bhuwan Percy,Bouabdallah,1984,Guangzhou,Forward,Boavista F.C.,Naples,Veltins-Arena,2015,Duckyoung Padhye
4812,Zengping Alissa,Touretzky,1983,Roanoke,Goalkeeper,Tianjin Teda F.C.,Cardiff,Estadio da Luz,2014,Ahsan Kliger
4813,Roger Kazi,Kraetzl,1990,Macon,Midfield,Sport Club Internacional,Montreal,King Power Stadium,2011,Berardo Gerber
4814,Shunge Wop,Latch,1982,Guatemala,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
4815,Tatuo Bongki,Scofield,1992,Birmingham,Forward,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Shyamala Gibbs
4816,Mehryar Judi,Favre,1995,Amarillo,Midfield,VfL Wolfsburg,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsufumi Comparetto
4817,Saydean Eiichi,Alpuente,1983,Asheville,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Sreenivas Wohr
4818,Lundy Bharathi,Remp,1979,Elko,Forward,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
4819,Masahisa Prabhav,Blaschek,1980,Indianapolis,Midfield,FC Spartak Moscow,Rio de Janeiro,Stadio Olimpico,2012,Olavi Gurd
4820,Joe Myung,Coppola,1975,Ciudad,Midfield,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2014,Bon Kruiskamp
4821,Otthein Naftaly,Hogan,1976,Salvador,Midfield,FC Dinamo Bucuresti,Hamburg,Amsterdam Arena,2013,Mattan Edelhoff
4822,Cherri Toshiaki,Musselman,1984,Valdosta,Goalkeeper,The New Saints F.C.,London,Santiago Bernabeu Stadium,2012,Mayan Tautenhahn
4823,Clay Pawel,Kadar,1991,Sarasota,Defender,Royal Antwerp F.C.,Salvador,BMO Field,2011,Rashi Papadourakis
4824,Ayal Waeil,Haining,1981,Wichita,Goalkeeper,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
4825,Seungwang Haym,Scanlon,1984,Munich,Defender,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Sreenivas Wohr
4826,Elie Mart,Otillio,1982,Zihuatenejo,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
4827,Andres Yahya,Wolin,1980,Istanbul,Goalkeeper,SV Werder Bremen,Barcelona,Boleyn Ground,2014,Sigenobu Bodagala
4828,Abhaya Win,Senator,1978,El,Defender,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2014,Bon Kruiskamp
4829,Klaus Nicu,Strevell,1979,Roanoke,Forward,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
4830,Cherri Toshiaki,Musselman,1984,Valdosta,Midfield,New York Red Bulls,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsuyuki Jayaprakash
4831,Gina Kenta,Besancenot,1976,Mobile,Forward,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich,2010,Robert Lally
4832,Guardian Yongjoon,Pierro,1994,Chattanooga,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
4833,Kazumiti Pin,Ziavras,1980,Orange,Defender,Montpellier HSC,Recife,Stade Velodrome,2013,Bernando Jesus
4834,Cherri Toshiaki,Musselman,1984,Valdosta,Goalkeeper,The New Saints F.C.,London,Santiago Bernabeu Stadium,2012,Mayan Tautenhahn
4835,Jinsei Ranjeev,Blix,1983,Cozumel,Midfield,ACF Fiorentina,Hamburg,King Power Stadium,2013,Suranjan Sakurai
4836,Jianlin Guanghui,Rudstrom,1979,Des,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2011,Anupam Oxenboll
4837,Jim Jaak,Tchernykh,1990,Toulouse,Midfield,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
4838,Jami Waqar,Longobardi,1988,Aguascalientes,Midfield,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
4839,Wendie Benson,Brunk,1996,Ouagadougou,Defender,Aalborg Boldspilklub,London,Anfield,2014,Rosangela Ketz
4840,Takenobu Leighton,Derby,1989,Savannah,Forward,Valencia CF,Munich,Stadio Olimpico,2011,Vagan Smallwood
4841,Errol Cetin,Fabrizio,1978,Shreveport,Goalkeeper,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich,2010,Robert Lally
4842,Woei Dongmo,Ogawa,1988,Aguascalientes,Defender,Boavista F.C.,Naples,Veltins-Arena,2014,Piera Faustini
4843,Vassilios Rildo,Cippico,1997,Green,Forward,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Atsufumi Comparetto
4844,Laird Capers,Aigrain,1990,Vail,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Vagan Smallwood
4845,Mejar Congxiao,Farrag,1994,Sao,Midfield,FC Anzhi Makhachkala,Hamburg,King Power Stadium,2013,Robert Lally
4846,Anke Ute,Weener,1995,Kiev,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
4847,Theordore Zhaoqian,Devroye,1991,Lexington,Defender,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2014,Bon Kruiskamp
4848,Yadran Mechthild,Rayne,1983,South,Forward,Juventus,Salvador,BMO Field,2012,IlYoung Giese
4849,Yadran Mechthild,Rayne,1983,South,Defender,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
4850,Yadran Mechthild,Rayne,1983,South,Forward,Juventus,Salvador,BMO Field,2012,IlYoung Giese
4851,Graham Kukhamay,McCain,1989,Barcelona,Midfield,Seattle Sounders,Dortmund,Stadio San Paolo,2013,Nabih Rios
4852,Jinsei Ranjeev,Blix,1983,Cozumel,Midfield,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Atsufumi Comparetto
4853,Yibei Yousong,Berthiaume,1989,Prague,Forward,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
4854,Farshid Zubin,Seppanen,1983,Washington,Defender,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
4855,Dallas Chongkye,Timkovsky,1988,Panama,Defender,FK Partizan,Orlando,White Hart Lane,2013,Ryouji Dare
4856,Ryoichi Ilan,Togni,1992,Vienna,Forward,FK Partizan,Orlando,White Hart Lane,2013,Ryouji Dare
4857,Osten Bian,Gotoda,1993,Wilmington,Midfield,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich,2010,Robert Lally
4858,Ludomir Franziska,Hinnebusch,1989,White,Defender,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
4859,Baoling Takehiro,Astor,1977,Gulfport,Defender,Valencia CF,London,Santiago Bernabeu Stadium,2011,Vagan Smallwood
4860,Mehryar Judi,Favre,1995,Amarillo,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
4861,Toshiro Ryouichi,Nekvinda,1976,Great,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
4862,Matthey Toshihisa,Bowhill,1983,Colorado,Defender,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
4863,Sara Jea,Villalba,1977,Cancun,Forward,Lille OSC,Munich,Allianz Arena Olympic Stadium Munich,2010,Robert Lally
4864,Cherri Toshiaki,Musselman,1984,Valdosta,Midfield,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
4865,Curd Jussi,Shindo,1998,Seattle,Forward,S.C. Braga,Gelsenkirchen,Sporting Park,2011,Anupam Oxenboll
4866,Sangjin Martin,Sezan,1985,Lisbon,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
4867,Hongsing Marla,Kubicka,1993,Barcelona,Goalkeeper,Montpellier HSC,Recife,Stade Velodrome,2013,Bernando Jesus
4868,Takenobu Leighton,Derby,1989,Savannah,Defender,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
4869,Petko Maogang,Usha,1986,Nice,Midfield,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2013,Sigenobu Bodagala
4870,Renganathan Sihai,Godo,1989,Baton,Defender,Valencia CF,Stuttgart,Camp Nou,2011,Veit Luks
4871,Heiner Farahangiz,Weatherhead,1979,Louisville,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
4872,Philip Sachio,Yoccoz,1975,Dayton,Goalkeeper,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
4873,Petru Bapiraju,Harbison,1984,Lome,Defender,Club Atletico Velez Sarsfield,Athens,Stadio Artemio Franchi,2014,Srikanth Chimia
4874,Surapol Yechezkel,Noltemeier,1984,Reno,Midfield,Valencia CF,London,Santiago Bernabeu Stadium,2011,Vagan Smallwood
4875,Farshid Zubin,Seppanen,1983,Washington,Defender,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
4876,Kristian Britta,Vieri,1978,Prague,Defender,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
4877,Geraud Pat,Sherratt,1976,Wilkes,Midfield,Boavista F.C.,Naples,Veltins-Arena,2013,Srikanth Chimia
4878,Jacob Efthimis,Guoxing,1986,Appleton,Forward,A.C. Perugia Calcio,Solna,Donbass Arena,2014,Nabih Rios
4879,Huajun Haijo,Zajak,1982,Conakry,Midfield,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
4880,Annabelle Katsunori,Rouchaleau,1994,Wilmington,Defender,Valencia CF,London,Santiago Bernabeu Stadium,2011,Vagan Smallwood
4881,Graham Kukhamay,McCain,1989,Barcelona,Midfield,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Vagan Smallwood
4882,Gina Kenta,Besancenot,1976,Mobile,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
4883,Philip Sachio,Yoccoz,1975,Dayton,Goalkeeper,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
4884,Rahim Barton,Kawakami,1993,Billings,Midfield,SV Werder Bremen,Barcelona,Boleyn Ground,2014,Sigenobu Bodagala
4885,Karan Spyridon,Heiserman,1986,Vancouver,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
4886,Mehryar Judi,Favre,1995,Amarillo,Midfield,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
4887,Kioumars Junbo,Kavvadias,1990,Beaumont,Forward,Boavista F.C.,Naples,Veltins-Arena,2015,Duckyoung Padhye
4888,Hideaki Sava,Burtschick,1988,Guatemala,Midfield,Sport Club Internacional,Montreal,King Power Stadium,2013,Soung Alt
4889,Jami Waqar,Longobardi,1988,Aguascalientes,Midfield,The New Saints F.C.,Arlington,Parc des Princes,2012,Mayan Tautenhahn
4890,Rohan Sander,Rezende,1995,Providenciales,Midfield,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
4891,Yooichi Hemant,Valette,1976,Amarillo,Goalkeeper,Boavista F.C.,Naples,Veltins-Arena,2014,Piera Faustini
4892,Ezio Roslyn,Grems,1987,Toronto,Midfield,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
4893,Baoling Takehiro,Astor,1977,Gulfport,Defender,Valencia CF,London,Santiago Bernabeu Stadium,2011,Vagan Smallwood
4894,Jim Jaak,Tchernykh,1990,Toulouse,Midfield,Juventus,Salvador,BMO Field,2012,IlYoung Giese
4895,Horace Gunnvald,Danneberg,1993,Guatemala,Goalkeeper,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
4896,Lui Sherry,Osterloh,1983,Elko,Goalkeeper,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
4897,Surapol Yechezkel,Noltemeier,1984,Reno,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
4898,Andres Yahya,Wolin,1980,Istanbul,Goalkeeper,Boavista F.C.,Naples,Veltins-Arena,2014,Piera Faustini
4899,Mehryar Judi,Favre,1995,Amarillo,Midfield,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
4900,Theordore Zhaoqian,Devroye,1991,Lexington,Defender,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2012,Olavi Gurd
4901,Laird Capers,Aigrain,1990,Vail,Midfield,Valencia CF,Munich,Stadio Olimpico,2011,Veit Luks
4902,Rastislav Stevo,Bellosta,1976,Cozumel,Forward,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
4903,Gina Kenta,Besancenot,1976,Mobile,Forward,Seattle Sounders,Dortmund,Stadio San Paolo,2011,Aiqun Levergood
4904,Hing Seichi,Kehrer,1990,Conakry,Midfield,Toronto FC,Stuttgart,Camp Nou,2014,Kazuhiko Claybrook
4905,Sahin Owen,Palomar,1984,Monroe,Defender,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
4906,Sangjin Martin,Sezan,1985,Lisbon,Midfield,New York Red Bulls,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsuyuki Jayaprakash
4907,Salim Uday,Buttyan,1986,Beaumont,Defender,FK Partizan,Orlando,White Hart Lane,2012,Ravindra Grnarov
5135,Huajun Haijo,Zajak,1982,Conakry,Forward,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
4908,Gina Kenta,Besancenot,1976,Mobile,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
4909,Caryl Moninder,Obermaier,1984,Warsaw,Forward,VfL Wolfsburg,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsufumi Comparetto
4910,Jinsei Ranjeev,Blix,1983,Cozumel,Midfield,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
4911,Christopher Stamos,Munster,1993,Berlin,Defender,Boavista F.C.,Naples,Veltins-Arena,2013,Srikanth Chimia
4912,Chitresh Harlan,Babb,1991,Copenhagen,Defender,Valencia CF,Munich,Stadio Olimpico,2011,Veit Luks
4913,Mahmut Vyjayanti,Dedood,1984,Mobile,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
4914,Mazin Emeka,Milicia,1989,New,Midfield,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
4915,Pitro Melek,Poulin,1975,Buffalo,Midfield,FC Kaiserslautern,Munich,Stadio Olimpico,2012,Atsufumi Comparetto
4916,Heiner Farahangiz,Weatherhead,1979,Louisville,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
4917,Philip Sachio,Yoccoz,1975,Dayton,Forward,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
4918,Antonius Ard,Rikino,1975,Prague,Defender,Toronto FC,Stuttgart,Camp Nou,2014,Kazuhiko Claybrook
4919,Wendie Benson,Brunk,1996,Ouagadougou,Defender,Aalborg Boldspilklub,London,Anfield,2014,Rosangela Ketz
4920,Boijdar Michal,Yntema,1982,Beaumont,Midfield,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
4921,Ernest Chiemi,Broch,1989,Birmingham,Defender,West Ham United F.C.,Solna,Balaidos,2013,Aiqun Levergood
4922,Myla Nikolaus,Goni,1995,Budapest,Midfield,Valencia CF,Munich,Stadio Olimpico,2011,Veit Luks
4923,Gennadi Ciprian,Kubicar,1995,Madrid,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Kazuhiko Claybrook
4924,Abhaya Win,Senator,1978,El,Defender,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2014,Bon Kruiskamp
4925,Yooichi Hemant,Valette,1976,Amarillo,Forward,Montpellier HSC,Recife,Stade Velodrome,2013,Bernando Jesus
4926,Gesine Tilmann,Cagman,1996,Corpus,Defender,VfL Wolfsburg,Berlin,Westfalenstadion,2011,Atsufumi Comparetto
4927,Petru Bapiraju,Harbison,1984,Lome,Defender,Club Atletico Velez Sarsfield,Athens,Stadio Artemio Franchi,2014,Srikanth Chimia
4928,Petko Maogang,Usha,1986,Nice,Midfield,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2013,Sigenobu Bodagala
4929,Jialin Sartaj,Vinay,1995,Santiago,Midfield,Toronto FC,Stuttgart,Camp Nou,2014,Kazuhiko Claybrook
4930,Frieda Ortrun,Quitte,1976,Melbourne,Forward,ACF Fiorentina,Hamburg,King Power Stadium,2013,Amandio Klosowski
4931,Yibei Yousong,Berthiaume,1989,Prague,Forward,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
4932,Jeroen Yiyun,Henriksson,1981,Tri,Goalkeeper,Boavista F.C.,Naples,Veltins-Arena,2013,Srikanth Chimia
4933,Velimir Solveig,Andraka,1988,Hartford,Defender,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Masum Kasprzak
4934,Noe Aurelie,Konikowska,1976,Jacksonville,Defender,New York Red Bulls,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsuyuki Jayaprakash
4935,Ramakant Elgin,Schachter,1990,Sun,Forward,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
4936,Magne Chihping,Jungst,1990,Durban,Forward,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
4937,Chitresh Harlan,Babb,1991,Copenhagen,Defender,FC Nordsjelland,Moscow,Estadio da Luz,2011,Cees Gunal
4938,Jianlin Guanghui,Rudstrom,1979,Des,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2011,Anupam Oxenboll
4939,Graham Kukhamay,McCain,1989,Barcelona,Midfield,Seattle Sounders,Dortmund,Stadio San Paolo,2013,Nabih Rios
4940,Odysseas Iara,Batz,1980,Athens,Midfield,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Atsufumi Comparetto
4941,Roger Kazi,Kraetzl,1990,Macon,Midfield,Sport Club Internacional,Montreal,King Power Stadium,2011,Berardo Gerber
4942,Farshid Zubin,Seppanen,1983,Washington,Defender,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
4943,Alper Ehud,Lichnewsky,1988,Ontario,Goalkeeper,Valencia CF,Stuttgart,Camp Nou,2011,Veit Luks
4944,Martii Mischa,Matyska,1978,Pasco,Forward,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
4945,Masum Zhenbing,Kwasny,1982,Charleston,Forward,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
4946,Nasreddine Dongseung,Zallocco,1995,Leon,Midfield,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
4947,Elfriede Zin,Macgregor,1984,Bucharest,Goalkeeper,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Kazuhiko Claybrook
4948,Dallas Chongkye,Timkovsky,1988,Panama,Forward,Juventus,Salvador,BMO Field,2012,IlYoung Giese
4949,Gururaj Emilio,Mallorqui,1980,Santiago,Forward,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
4950,Anke Ute,Weener,1995,Kiev,Defender,West Ham United F.C.,Solna,Balaidos,2013,Aiqun Levergood
4951,Gesine Tilmann,Cagman,1996,Corpus,Midfield,Boavista F.C.,Naples,Veltins-Arena,2013,Srikanth Chimia
